datetime,next_internal_temp,next_internal_hum,external_temp,internal_temp,external_humidity,internal_humidity,heating,venting
2025-07-14 01:02:22.513978,68.71083514811464,69.53841339588396,86.93046739536352,67.75190713510155,86.44559150650457,67.93517199566733,0,0
2025-07-14 01:02:22.513978,66.51397914741955,71.06149272608977,24.773715134212743,68.71083514811464,76.32342721397261,69.53841339588396,0,0
2025-07-14 01:02:22.513978,66.38008019726722,72.50841808978528,63.83600014437303,66.51397914741955,83.70218060383382,71.06149272608977,0,0
2025-07-14 01:02:22.513978,67.93382002116374,73.88299718529602,97.45487667519777,66.38008019726722,63.6997389089738,72.50841808978528,0,0
2025-07-14 01:02:22.513978,66.33202938714324,75.18884732603122,35.89800734075362,67.93382002116374,55.11502457661142,73.88299718529602,0,0
2025-07-14 01:02:22.513978,66.55470823238917,76.42940495972967,70.78560629206204,66.33202938714324,72.02604901280537,75.18884732603122,0,0
2025-07-14 01:02:22.513978,66.0946726795049,77.60793471174318,57.35399717470353,66.55470823238917,85.35364891177154,76.42940495972967,0,0
2025-07-14 01:02:22.513978,68.47243507506232,78.72753797615603,113.64992059065352,66.0946726795049,84.85542344345782,77.60793471174318,0,0
2025-07-14 01:02:22.513978,68.45828039291298,79.79116107734822,68.18934143207545,68.47243507506232,72.84485161054808,78.72753797615603,0,0
2025-07-14 01:02:22.513978,67.54331203621231,80.80160302348081,50.158913258899666,68.45828039291298,65.00876907570559,79.79116107734822,0,0
2025-07-14 01:02:22.513978,66.2936426876845,81.76152287230677,42.549925065656026,67.54331203621231,70.63102897649124,80.80160302348081,0,0
2025-07-14 01:02:22.513978,65.38807119233205,82.67344672869143,48.18221278063566,66.2936426876845,63.82951310226966,81.76152287230677,0,0
2025-07-14 01:02:22.513978,67.48853993006028,83.53977439225686,107.39744594689674,65.38807119233205,50.249731317506594,82.67344672869143,0,0
2025-07-14 01:02:22.513978,66.95209524513936,84.36278567264402,56.75964623164185,67.48853993006028,51.604413061222274,83.53977439225686,0,0
2025-07-14 01:02:22.513978,70.22903045358068,85.14464638901183,132.49079941396573,66.95209524513936,74.07501332543185,84.36278567264402,0,0
2025-07-14 01:02:22.513978,67.18912551754985,85.88741406956123,9.43093173296414,70.22903045358068,54.898018679493084,85.14464638901183,0,0
2025-07-14 01:02:22.513978,69.35727247481314,86.59304336608317,110.55206466281564,67.18912551754985,78.51284188900341,85.88741406956123,0,0
2025-07-14 01:02:22.513978,72.69766241057422,87.263391197779,136.16507119003472,69.35727247481314,56.20013593754787,86.59304336608317,0,0
2025-07-14 01:02:22.513978,100.80185109094202,79.53501161655741,109.5556147782697,72.69766241057422,61.50212592704035,87.263391197779,0,1
2025-07-14 01:02:22.513978,19.24419798876599,81.57160537735706,-6.159005436501957,100.80185109094202,86.32365748588958,79.53501161655741,0,1
2025-07-14 01:02:22.513978,20.33627219449786,81.07160537735706,12.585682103403371,19.24419798876599,51.006976102956834,81.57160537735706,1,0
2025-07-14 01:02:22.513978,24.88375678987635,80.57160537735706,82.78596410206768,20.33627219449786,70.83686799091271,81.07160537735706,1,0
2025-07-14 01:02:22.513978,29.422897199072445,80.07160537735706,87.16656497379819,24.88375678987635,80.43220284642587,80.57160537735706,1,0
2025-07-14 01:02:22.513978,31.41715868759446,79.57160537735706,40.80812696951271,29.422897199072445,68.39963487282711,80.07160537735706,1,0
2025-07-14 01:02:22.513978,35.57329654631412,79.07160537735706,86.03991586198765,31.41715868759446,76.64453283966296,79.57160537735706,1,0
2025-07-14 01:02:22.513978,39.644564157855534,78.57160537735706,88.49864877714244,35.57329654631412,55.670210416733184,79.07160537735706,1,0
2025-07-14 01:02:22.513978,40.92868422605222,78.07160537735706,36.826965521789255,39.644564157855534,78.19355170369279,78.57160537735706,1,0
2025-07-14 01:02:22.513978,46.28160780980889,77.57160537735706,119.48715590118564,40.92868422605222,64.094903973128,78.07160537735706,1,0
2025-07-14 01:02:22.513978,46.29661539018843,77.07160537735706,18.081759417399653,46.28160780980889,83.87163317802768,77.57160537735706,1,0
2025-07-14 01:02:22.513978,45.61747768150918,76.57160537735706,4.213861216603391,46.29661539018843,57.011394881137846,77.07160537735706,1,0
2025-07-14 01:02:22.513978,47.934572830711396,76.07160537735706,63.45938066555346,45.61747768150918,77.78097676161264,76.57160537735706,1,0
2025-07-14 01:02:22.513978,50.22695350205826,75.57160537735706,65.28218625764863,47.934572830711396,56.32441512472841,76.07160537735706,1,0
2025-07-14 01:02:22.513978,52.15468655584769,75.07160537735706,60.28161457784685,50.22695350205826,50.70537890935583,75.57160537735706,1,0
2025-07-14 01:02:22.513978,53.55069850919768,74.57160537735706,51.574925622847566,52.15468655584769,68.31671348154825,75.07160537735706,1,0
2025-07-14 01:02:22.513978,56.566806558203176,74.07160537735706,85.37285948930753,53.55069850919768,88.55016453103826,74.57160537735706,1,0
2025-07-14 01:02:22.513978,57.16513109900991,73.57160537735706,40.033297374337884,56.566806558203176,62.234218972422504,74.07160537735706,1,0
2025-07-14 01:02:22.513978,58.449243177640795,73.07160537735706,54.34737267162758,57.16513109900991,50.810612606008384,73.57160537735706,1,0
2025-07-14 01:02:22.513978,62.84622081395815,72.57160537735706,117.8887959039878,58.449243177640795,60.41629588172157,73.07160537735706,1,0
2025-07-14 01:02:22.513978,66.00226626927218,72.07160537735706,97.46712992023865,62.84622081395815,85.42665505434323,72.57160537735706,1,0
2025-07-14 01:02:22.513978,62.35904986931922,73.4680251084892,-6.862061729787058,66.00226626927218,61.14453630422478,72.07160537735706,0,0
2025-07-14 01:02:22.513978,66.59337985167801,72.9680251084892,118.54564951649502,62.35904986931922,51.90501452025978,73.4680251084892,1,0
2025-07-14 01:02:22.513978,68.77594740956448,74.31962385306474,110.24473100940752,66.59337985167801,72.4124079677793,72.9680251084892,0,0
2025-07-14 01:02:22.513978,70.50565099146758,75.60364266041151,103.37001904762644,68.77594740956448,63.78871423375687,74.31962385306474,0,0
2025-07-14 01:02:22.513978,71.95049290911956,76.82346052739094,99.40248934450715,70.50565099146758,75.06183859766398,75.60364266041151,0,0
2025-07-14 01:02:22.513978,72.12751844696992,77.98228750102139,75.49100366612672,71.95049290911956,74.76461075214343,76.82346052739094,0,0
2025-07-14 01:02:22.513978,77.79845968420344,79.4864670171291,79.56481843022699,72.12751844696992,82.99621922138044,77.98228750102139,0,1
